source,title,company,location,city,state,lat,lon,date_posted,job_type,seniority,skills,skills_list,salary_min,salary_max,currency,url,description,sentiment
ACRA,Senior Project Director,High Plains Cultural Resources,"Washington, DC",Washington,DC,38.9072,-77.0369,2026-01-10,pm/pi,senior,CIDOC CRM (Heritage Semantics);Co-Management Agreements;Cost Distance / Least-Cost Path;GDAL/OGR;NPS Preservation Briefs & Bulletins;Post-Disaster Damage Assessment;Remote Sensing Classification;SOI Treatment Standards (Preserve/Rehab/Restore/Reconstruct);Section 106,"[""CIDOC CRM (Heritage Semantics)"", ""Co-Management Agreements"", ""Cost Distance / Least-Cost Path"", ""GDAL/OGR"", ""NPS Preservation Briefs & Bulletins"", ""Post-Disaster Damage Assessment"", ""Remote Sensing Classification"", ""SOI Treatment Standards (Preserve/Rehab/Restore/Reconstruct)"", ""Section 106""]",82339.0,94297.0,USD,https://example.com/demo/job/41,"Senior Project Director at High Plains Cultural Resources. Key skills include CIDOC CRM (Heritage Semantics), Co-Management Agreements, Cost Distance / Least-Cost Path, GDAL/OGR, NPS Preservation Briefs & Bulletins. This is synthetic demo data.",-0.066
ACRA,Architectural Historian,Sunbelt Heritage Solutions,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2026-01-02,architectural-historian,senior,Digital Twins for Heritage Sites;Ethnographic Research Methods;FME (Feature Manipulation Engine);Historic Paint Analysis;NEPA,"[""Digital Twins for Heritage Sites"", ""Ethnographic Research Methods"", ""FME (Feature Manipulation Engine)"", ""Historic Paint Analysis"", ""NEPA""]",73491.0,84384.0,USD,https://example.com/demo/job/42,"Architectural Historian at Sunbelt Heritage Solutions. Key skills include Digital Twins for Heritage Sites, Ethnographic Research Methods, FME (Feature Manipulation Engine), Historic Paint Analysis, NEPA. This is synthetic demo data.",0.247
ACRA,Crew Chief,Heritage Research Group,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2025-10-14,field-tech,entry,Heritage Management Plan;Public Interpretation & Education;Residue/Use-Wear Analysis;SOI Treatment Standards (Preserve/Rehab/Restore/Reconstruct);Total Station Survey;UAV Photogrammetry,"[""Heritage Management Plan"", ""Public Interpretation & Education"", ""Residue/Use-Wear Analysis"", ""SOI Treatment Standards (Preserve/Rehab/Restore/Reconstruct)"", ""Total Station Survey"", ""UAV Photogrammetry""]",55469.0,60004.0,USD,https://example.com/demo/job/43,"Crew Chief at Heritage Research Group. Key skills include Heritage Management Plan, Public Interpretation & Education, Residue/Use-Wear Analysis, SOI Treatment Standards (Preserve/Rehab/Restore/Reconstruct), Total Station Survey. This is synthetic demo data.",-0.094
AAA,Senior Archaeology Technician,Cultural Resource Consultants,"Washington, DC",Washington,DC,38.9072,-77.0369,2025-11-28,field-tech,senior,Accessibility & ADA in Historic Settings;California Environmental Quality Act;Historic Materials Conservation;MOA (Section 106 Resolution);Technical Editing;Viewshed and Setting Analysis,"[""Accessibility & ADA in Historic Settings"", ""California Environmental Quality Act"", ""Historic Materials Conservation"", ""MOA (Section 106 Resolution)"", ""Technical Editing"", ""Viewshed and Setting Analysis""]",81743.0,105835.0,USD,https://example.com/demo/job/44,"Senior Archaeology Technician at Cultural Resource Consultants. Key skills include Accessibility & ADA in Historic Settings, California Environmental Quality Act, Historic Materials Conservation, MOA (Section 106 Resolution), Technical Editing. This is synthetic demo data.",0.198
AAA,Collections Specialist,Western CRM Partners,"Tucson, AZ",Tucson,AZ,32.2226,-110.9747,2025-12-04,lab/analyst,entry,Budget & Cost Control (Preservation);Community Outreach & Interpretation;Mortar Analysis & Repointing;NEPA;Preventive Conservation & Rehousing;Section 4(f) Evaluation,"[""Budget & Cost Control (Preservation)"", ""Community Outreach & Interpretation"", ""Mortar Analysis & Repointing"", ""NEPA"", ""Preventive Conservation & Rehousing"", ""Section 4(f) Evaluation""]",48693.0,56383.0,USD,https://example.com/demo/job/45,"Collections Specialist at Western CRM Partners. Key skills include Budget & Cost Control (Preservation), Community Outreach & Interpretation, Mortar Analysis & Repointing, NEPA, Preventive Conservation & Rehousing. This is synthetic demo data.",-0.177
ACRA,Project Manager,ArchaeoLab Services,"Portland, OR",Portland,OR,45.5152,-122.6784,2025-10-23,pm/pi,senior,Chance Find/Stop-Work Protocols;NEPA;Native American Graves Protection and Repatriation Act;Quality Assurance / Quality Control;Resource Condition Assessment;Section 106;Section 4(f) Evaluation,"[""Chance Find/Stop-Work Protocols"", ""NEPA"", ""Native American Graves Protection and Repatriation Act"", ""Quality Assurance / Quality Control"", ""Resource Condition Assessment"", ""Section 106"", ""Section 4(f) Evaluation""]",76882.0,101765.0,USD,https://example.com/demo/job/46,"Project Manager at ArchaeoLab Services. Key skills include Chance Find/Stop-Work Protocols, NEPA, Native American Graves Protection and Repatriation Act, Quality Assurance / Quality Control, Resource Condition Assessment. This is synthetic demo data.",-0.158
AAA,Senior Project Manager,Preservation Strategy Studio,"Portland, OR",Portland,OR,45.5152,-122.6784,2025-11-15,pm/pi,senior,Cost Distance / Least-Cost Path;DEIA Practices in Heritage Work;Historic District Survey;Local Preservation Ordinances;NEPA;Post-Disaster Damage Assessment,"[""Cost Distance / Least-Cost Path"", ""DEIA Practices in Heritage Work"", ""Historic District Survey"", ""Local Preservation Ordinances"", ""NEPA"", ""Post-Disaster Damage Assessment""]",73306.0,97878.0,USD,https://example.com/demo/job/47,"Senior Project Manager at Preservation Strategy Studio. Key skills include Cost Distance / Least-Cost Path, DEIA Practices in Heritage Work, Historic District Survey, Local Preservation Ordinances, NEPA. This is synthetic demo data.",-0.182
AAA,Cultural Resources Planner,GeoCultural Analytics,"Los Angeles, CA",Los Angeles,CA,34.0522,-118.2437,2025-11-29,architectural-historian,entry,Community Outreach & Interpretation;PostgreSQL;R,"[""Community Outreach & Interpretation"", ""PostgreSQL"", ""R""]",46557.0,52043.0,USD,https://example.com/demo/job/48,"Cultural Resources Planner at GeoCultural Analytics. Key skills include Community Outreach & Interpretation, PostgreSQL, R. This is synthetic demo data.",0.478
AAA,Senior Project Director,Regional Heritage Associates,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2025-10-09,pm/pi,senior,NEPA;Phase I Archaeological Survey;Remote Sensing Classification;Repatriation Policy & Procedures,"[""NEPA"", ""Phase I Archaeological Survey"", ""Remote Sensing Classification"", ""Repatriation Policy & Procedures""]",85122.0,108451.0,USD,https://example.com/demo/job/49,"Senior Project Director at Regional Heritage Associates. Key skills include NEPA, Phase I Archaeological Survey, Remote Sensing Classification, Repatriation Policy & Procedures. This is synthetic demo data.",-0.138
AAA,Field Supervisor,Frontier Cultural Resources,"Sacramento, CA",Sacramento,CA,38.5816,-121.4944,2025-12-24,field-tech,senior,Conservation Plan;DEIA Practices in Heritage Work;NEPA;Section 4(f) DOT Act,"[""Conservation Plan"", ""DEIA Practices in Heritage Work"", ""NEPA"", ""Section 4(f) DOT Act""]",83854.0,104055.0,USD,https://example.com/demo/job/50,"Field Supervisor at Frontier Cultural Resources. Key skills include Conservation Plan, DEIA Practices in Heritage Work, NEPA, Section 4(f) DOT Act. This is synthetic demo data.",0.332
ACRA,Senior Artifact Analyst,Sagebrush Archaeology,"San Diego, CA",San Diego,CA,32.7157,-117.1611,2026-01-20,lab/analyst,senior,CPR/First Aid;California Environmental Quality Act;Collections Environmental Monitoring;Dendrochronology;Historic District Guidelines;Mortar Analysis & Repointing;NEPA;NEPA Class of Action;Preventive Conservation & Rehousing;Section 106,"[""CPR/First Aid"", ""California Environmental Quality Act"", ""Collections Environmental Monitoring"", ""Dendrochronology"", ""Historic District Guidelines"", ""Mortar Analysis & Repointing"", ""NEPA"", ""NEPA Class of Action"", ""Preventive Conservation & Rehousing"", ""Section 106""]",,,,https://example.com/demo/job/51,"Senior Artifact Analyst at Sagebrush Archaeology. Key skills include CPR/First Aid, California Environmental Quality Act, Collections Environmental Monitoring, Dendrochronology, Historic District Guidelines. This is synthetic demo data.",0.123
ACRA,Project Director,Bay Area Preservation,"Albuquerque, NM",Albuquerque,NM,35.0844,-106.6504,2025-10-22,pm/pi,mid,Co-Management Agreements;Cost Distance / Least-Cost Path;Cultural Landscape Report (CLR);HIA (Heritage Impact Assessment);Phase II Evaluation/Testing;Plaster Conservation;Security Planning for Heritage Assets,"[""Co-Management Agreements"", ""Cost Distance / Least-Cost Path"", ""Cultural Landscape Report (CLR)"", ""HIA (Heritage Impact Assessment)"", ""Phase II Evaluation/Testing"", ""Plaster Conservation"", ""Security Planning for Heritage Assets""]",74640.0,89967.0,USD,https://example.com/demo/job/52,"Project Director at Bay Area Preservation. Key skills include Co-Management Agreements, Cost Distance / Least-Cost Path, Cultural Landscape Report (CLR), HIA (Heritage Impact Assessment), Phase II Evaluation/Testing. This is synthetic demo data.",-0.007
AAA,Senior Architectural Historian,Capitol Heritage Advisors,"Minneapolis, MN",Minneapolis,MN,44.9778,-93.265,2025-11-22,architectural-historian,senior,Historic Preservation Plan;Integrated Pest Management (IPM);Project Management;Quality Assurance / Quality Control;Section 4(f) DOT Act,"[""Historic Preservation Plan"", ""Integrated Pest Management (IPM)"", ""Project Management"", ""Quality Assurance / Quality Control"", ""Section 4(f) DOT Act""]",82893.0,101935.0,USD,https://example.com/demo/job/53,"Senior Architectural Historian at Capitol Heritage Advisors. Key skills include Historic Preservation Plan, Integrated Pest Management (IPM), Project Management, Quality Assurance / Quality Control, Section 4(f) DOT Act. This is synthetic demo data.",0.453
AAA,Principal Investigator,Great Lakes CRM,"San Diego, CA",San Diego,CA,32.7157,-117.1611,2025-10-21,pm/pi,mid,AutoCAD (Drafting);Design Review for Historic Properties;Magnetometry Survey;Omeka S (Digital Exhibits);Paleoethnobotany/Archaeobotany;Security Planning for Heritage Assets,"[""AutoCAD (Drafting)"", ""Design Review for Historic Properties"", ""Magnetometry Survey"", ""Omeka S (Digital Exhibits)"", ""Paleoethnobotany/Archaeobotany"", ""Security Planning for Heritage Assets""]",59984.0,75099.0,USD,https://example.com/demo/job/54,"Principal Investigator at Great Lakes CRM. Key skills include AutoCAD (Drafting), Design Review for Historic Properties, Magnetometry Survey, Omeka S (Digital Exhibits), Paleoethnobotany/Archaeobotany. This is synthetic demo data.",0.409
AAA,Project Manager,High Plains Cultural Resources,"Austin, TX",Austin,TX,30.2672,-97.7431,2025-12-30,pm/pi,entry,ArcGIS;Cultural Landscape Report (CLR);Deaccessioning Procedures;PastPerfect CMS;Pedestrian Survey;Section 110 (NHPA);Terrestrial Laser Scanning (TLS);Transportation Resource Evaluation,"[""ArcGIS"", ""Cultural Landscape Report (CLR)"", ""Deaccessioning Procedures"", ""PastPerfect CMS"", ""Pedestrian Survey"", ""Section 110 (NHPA)"", ""Terrestrial Laser Scanning (TLS)"", ""Transportation Resource Evaluation""]",43315.0,54292.0,USD,https://example.com/demo/job/55,"Project Manager at High Plains Cultural Resources. Key skills include ArcGIS, Cultural Landscape Report (CLR), Deaccessioning Procedures, PastPerfect CMS, Pedestrian Survey. This is synthetic demo data.",0.468
ACRA,Archaeology Technician,Sunbelt Heritage Solutions,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2026-01-28,field-tech,entry,Climate Adaptation for Heritage;Data Visualization;Esri Field Maps;Heritage Economics & Valuation;Heritage Policy Analysis;Historic Paint Analysis;Python;Site Recording & Forms,"[""Climate Adaptation for Heritage"", ""Data Visualization"", ""Esri Field Maps"", ""Heritage Economics & Valuation"", ""Heritage Policy Analysis"", ""Historic Paint Analysis"", ""Python"", ""Site Recording & Forms""]",49269.0,54631.0,USD,https://example.com/demo/job/56,"Archaeology Technician at Sunbelt Heritage Solutions. Key skills include Climate Adaptation for Heritage, Data Visualization, Esri Field Maps, Heritage Economics & Valuation, Heritage Policy Analysis. This is synthetic demo data.",-0.168
ACRA,Senior Historic Preservation Specialist,Heritage Research Group,"Tucson, AZ",Tucson,AZ,32.2226,-110.9747,2025-12-23,architectural-historian,senior,Crew Chief / Field Director;FPIC (Free;NEPA;Phase I Archaeological Survey;THPO Consultation,"[""Crew Chief / Field Director"", ""FPIC (Free"", ""NEPA"", ""Phase I Archaeological Survey"", ""THPO Consultation""]",74587.0,94572.0,USD,https://example.com/demo/job/57,"Senior Historic Preservation Specialist at Heritage Research Group. Key skills include Crew Chief / Field Director, FPIC (Free, NEPA, Phase I Archaeological Survey, THPO Consultation. This is synthetic demo data.",0.148
AAA,Zooarchaeology Analyst,Cultural Resource Consultants,"Washington, DC",Washington,DC,38.9072,-77.0369,2025-11-28,lab/analyst,mid,Conservation Management Plan;Cultural Landscape Management;Esri Field Maps;ICOMOS Ethical Guidelines;SHPO Consultation;Section 106;State Environmental Policy Act;Stone Conservation,"[""Conservation Management Plan"", ""Cultural Landscape Management"", ""Esri Field Maps"", ""ICOMOS Ethical Guidelines"", ""SHPO Consultation"", ""Section 106"", ""State Environmental Policy Act"", ""Stone Conservation""]",66323.0,82949.0,USD,https://example.com/demo/job/58,"Zooarchaeology Analyst at Cultural Resource Consultants. Key skills include Conservation Management Plan, Cultural Landscape Management, Esri Field Maps, ICOMOS Ethical Guidelines, SHPO Consultation. This is synthetic demo data.",0.12
AAA,Program Manager,Western CRM Partners,"Portland, OR",Portland,OR,45.5152,-122.6784,2025-12-28,pm/pi,mid,Metal Conservation;NEPA;Omeka S (Digital Exhibits);Primavera P6,"[""Metal Conservation"", ""NEPA"", ""Omeka S (Digital Exhibits)"", ""Primavera P6""]",64674.0,72033.0,USD,https://example.com/demo/job/59,"Program Manager at Western CRM Partners. Key skills include Metal Conservation, NEPA, Omeka S (Digital Exhibits), Primavera P6. This is synthetic demo data.",-0.008
ACRA,Project Director,ArchaeoLab Services,"Washington, DC",Washington,DC,38.9072,-77.0369,2025-12-31,pm/pi,entry,CIDOC CRM (Heritage Semantics);California Environmental Quality Act;Emergency Stabilization (Historic Fabric);NEPA;NRHP Determination of Eligibility;Section 106,"[""CIDOC CRM (Heritage Semantics)"", ""California Environmental Quality Act"", ""Emergency Stabilization (Historic Fabric)"", ""NEPA"", ""NRHP Determination of Eligibility"", ""Section 106""]",54379.0,64284.0,USD,https://example.com/demo/job/60,"Project Director at ArchaeoLab Services. Key skills include CIDOC CRM (Heritage Semantics), California Environmental Quality Act, Emergency Stabilization (Historic Fabric), NEPA, NRHP Determination of Eligibility. This is synthetic demo data.",0.24
ACRA,Senior Project Manager,Preservation Strategy Studio,"Tucson, AZ",Tucson,AZ,32.2226,-110.9747,2025-11-08,pm/pi,senior,Collections Management Policy;Community Outreach & Interpretation;Compliance Tracking Systems;Data Visualization;Esri Survey123;Heritage Economics & Valuation;Phase II Evaluation/Testing;QGIS;Section 106,"[""Collections Management Policy"", ""Community Outreach & Interpretation"", ""Compliance Tracking Systems"", ""Data Visualization"", ""Esri Survey123"", ""Heritage Economics & Valuation"", ""Phase II Evaluation/Testing"", ""QGIS"", ""Section 106""]",83988.0,102685.0,USD,https://example.com/demo/job/61,"Senior Project Manager at Preservation Strategy Studio. Key skills include Collections Management Policy, Community Outreach & Interpretation, Compliance Tracking Systems, Data Visualization, Esri Survey123. This is synthetic demo data.",-0.02
ACRA,Senior Architectural Historian,GeoCultural Analytics,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2025-11-20,architectural-historian,senior,Deaccessioning Procedures;Historic Materials Conservation;PostgreSQL,"[""Deaccessioning Procedures"", ""Historic Materials Conservation"", ""PostgreSQL""]",85022.0,108878.0,USD,https://example.com/demo/job/62,"Senior Architectural Historian at GeoCultural Analytics. Key skills include Deaccessioning Procedures, Historic Materials Conservation, PostgreSQL. This is synthetic demo data.",0.353
ACRA,Senior Field Supervisor,Regional Heritage Associates,"Phoenix, AZ",Phoenix,AZ,33.4484,-112.074,2025-11-02,field-tech,senior,ArcGIS;MIDAS Heritage Standard;Masonry Conservation;NRHP Evaluation Criteria;Omeka S (Digital Exhibits);Proposal/Scope Writing (RFP/RFQ);SOI Professional Standards;Stakeholder Mapping,"[""ArcGIS"", ""MIDAS Heritage Standard"", ""Masonry Conservation"", ""NRHP Evaluation Criteria"", ""Omeka S (Digital Exhibits)"", ""Proposal/Scope Writing (RFP/RFQ)"", ""SOI Professional Standards"", ""Stakeholder Mapping""]",90396.0,105770.0,USD,https://example.com/demo/job/63,"Senior Field Supervisor at Regional Heritage Associates. Key skills include ArcGIS, MIDAS Heritage Standard, Masonry Conservation, NRHP Evaluation Criteria, Omeka S (Digital Exhibits). This is synthetic demo data.",0.245
AAA,Senior Project Manager,Frontier Cultural Resources,"Austin, TX",Austin,TX,30.2672,-97.7431,2025-12-29,pm/pi,senior,Accession Policy & Procedures;FME (Feature Manipulation Engine);Historic Tax Credit Applications;Section 106,"[""Accession Policy & Procedures"", ""FME (Feature Manipulation Engine)"", ""Historic Tax Credit Applications"", ""Section 106""]",76445.0,92812.0,USD,https://example.com/demo/job/64,"Senior Project Manager at Frontier Cultural Resources. Key skills include Accession Policy & Procedures, FME (Feature Manipulation Engine), Historic Tax Credit Applications, Section 106. This is synthetic demo data.",0.211
AAA,Field Supervisor,Sagebrush Archaeology,"Salt Lake City, UT",Salt Lake City,UT,40.7608,-111.891,2025-11-21,field-tech,lead/PI,Conservation Treatment Proposals;Disaster Risk Reduction & Response;Geoarchaeology;HBIM (Heritage Building Information Modeling);NEPA;Underwater/Maritime Survey,"[""Conservation Treatment Proposals"", ""Disaster Risk Reduction & Response"", ""Geoarchaeology"", ""HBIM (Heritage Building Information Modeling)"", ""NEPA"", ""Underwater/Maritime Survey""]",113768.0,132023.0,USD,https://example.com/demo/job/65,"Field Supervisor at Sagebrush Archaeology. Key skills include Conservation Treatment Proposals, Disaster Risk Reduction & Response, Geoarchaeology, HBIM (Heritage Building Information Modeling), NEPA. This is synthetic demo data.",-0.158
ACRA,Field Supervisor,Bay Area Preservation,"Sacramento, CA",Sacramento,CA,38.5816,-121.4944,2025-10-21,field-tech,mid,Mitigation Reporting & Closeout;Programmatic Agreements (PAs);Section 4(f) Evaluation,"[""Mitigation Reporting & Closeout"", ""Programmatic Agreements (PAs)"", ""Section 4(f) Evaluation""]",,,,https://example.com/demo/job/66,"Field Supervisor at Bay Area Preservation. Key skills include Mitigation Reporting & Closeout, Programmatic Agreements (PAs), Section 4(f) Evaluation. This is synthetic demo data.",-0.152
ACRA,Collections Specialist,Capitol Heritage Advisors,"Raleigh, NC",Raleigh,NC,35.7796,-78.6382,2025-10-27,lab/analyst,mid,Accessibility & ADA in Historic Settings;Digital Preservation (OAIS/BagIt);Digitization & Georeferencing;NAGPRA;NEPA;Technical Editing,"[""Accessibility & ADA in Historic Settings"", ""Digital Preservation (OAIS/BagIt)"", ""Digitization & Georeferencing"", ""NAGPRA"", ""NEPA"", ""Technical Editing""]",59259.0,75109.0,USD,https://example.com/demo/job/67,"Collections Specialist at Capitol Heritage Advisors. Key skills include Accessibility & ADA in Historic Settings, Digital Preservation (OAIS/BagIt), Digitization & Georeferencing, NAGPRA, NEPA. This is synthetic demo data.",0.263
AAA,Crew Chief,Great Lakes CRM,"Phoenix, AZ",Phoenix,AZ,33.4484,-112.074,2025-10-13,field-tech,mid,Bioarchaeology/Osteology;Community Outreach & Interpretation;NEPA;PostGIS;Quality Assurance / Quality Control;Section 106,"[""Bioarchaeology/Osteology"", ""Community Outreach & Interpretation"", ""NEPA"", ""PostGIS"", ""Quality Assurance / Quality Control"", ""Section 106""]",,,,https://example.com/demo/job/68,"Crew Chief at Great Lakes CRM. Key skills include Bioarchaeology/Osteology, Community Outreach & Interpretation, NEPA, PostGIS, Quality Assurance / Quality Control. This is synthetic demo data.",0.114
ACRA,Principal Investigator,High Plains Cultural Resources,"Boise, ID",Boise,ID,43.615,-116.2023,2025-12-31,pm/pi,entry,Conservation Management Plan;FME (Feature Manipulation Engine);NEPA;Paleoethnobotany/Archaeobotany;Programmatic Agreements (PAs);Section 4(f) DOT Act;Viewshed and Setting Analysis;Wilderness First Aid,"[""Conservation Management Plan"", ""FME (Feature Manipulation Engine)"", ""NEPA"", ""Paleoethnobotany/Archaeobotany"", ""Programmatic Agreements (PAs)"", ""Section 4(f) DOT Act"", ""Viewshed and Setting Analysis"", ""Wilderness First Aid""]",49847.0,60788.0,USD,https://example.com/demo/job/69,"Principal Investigator at High Plains Cultural Resources. Key skills include Conservation Management Plan, FME (Feature Manipulation Engine), NEPA, Paleoethnobotany/Archaeobotany, Programmatic Agreements (PAs). This is synthetic demo data.",0.143
AAA,Crew Chief,Sunbelt Heritage Solutions,"Austin, TX",Austin,TX,30.2672,-97.7431,2025-12-08,field-tech,entry,Architectural History;Collections Loan Management;Digital Preservation (OAIS/BagIt);Digitization & Georeferencing;NEPA;NRHP Determination of Eligibility;National Historic Preservation Act;Proposal/Scope Writing (RFP/RFQ),"[""Architectural History"", ""Collections Loan Management"", ""Digital Preservation (OAIS/BagIt)"", ""Digitization & Georeferencing"", ""NEPA"", ""NRHP Determination of Eligibility"", ""National Historic Preservation Act"", ""Proposal/Scope Writing (RFP/RFQ)""]",51787.0,60133.0,USD,https://example.com/demo/job/70,"Crew Chief at Sunbelt Heritage Solutions. Key skills include Architectural History, Collections Loan Management, Digital Preservation (OAIS/BagIt), Digitization & Georeferencing, NEPA. This is synthetic demo data.",-0.131
ACRA,Program Manager,Heritage Research Group,"Albuquerque, NM",Albuquerque,NM,35.0844,-106.6504,2025-11-21,pm/pi,mid,Co-Management Agreements;FAA Part 107 Remote Pilot;NEPA;Phase I Archaeological Survey;Terrestrial Laser Scanning (TLS),"[""Co-Management Agreements"", ""FAA Part 107 Remote Pilot"", ""NEPA"", ""Phase I Archaeological Survey"", ""Terrestrial Laser Scanning (TLS)""]",68984.0,81104.0,USD,https://example.com/demo/job/71,"Program Manager at Heritage Research Group. Key skills include Co-Management Agreements, FAA Part 107 Remote Pilot, NEPA, Phase I Archaeological Survey, Terrestrial Laser Scanning (TLS). This is synthetic demo data.",0.281
AAA,Field Technician,Cultural Resource Consultants,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2025-12-15,field-tech,entry,AutoCAD (Drafting);Heritage Governance Models;Shovel Test Pits (STPs),"[""AutoCAD (Drafting)"", ""Heritage Governance Models"", ""Shovel Test Pits (STPs)""]",51115.0,55606.0,USD,https://example.com/demo/job/72,"Field Technician at Cultural Resource Consultants. Key skills include AutoCAD (Drafting), Heritage Governance Models, Shovel Test Pits (STPs). This is synthetic demo data.",0.269
ACRA,Project Manager,Western CRM Partners,"Minneapolis, MN",Minneapolis,MN,44.9778,-93.265,2025-11-21,pm/pi,senior,CIDOC CRM (Heritage Semantics);Ground Penetrating Radar;Long-Term Resource Monitoring Plan;Mitigation Reporting & Closeout;NEPA;PastPerfect CMS;Principal Investigator (PI);Program Evaluation (KPIs/Outcomes),"[""CIDOC CRM (Heritage Semantics)"", ""Ground Penetrating Radar"", ""Long-Term Resource Monitoring Plan"", ""Mitigation Reporting & Closeout"", ""NEPA"", ""PastPerfect CMS"", ""Principal Investigator (PI)"", ""Program Evaluation (KPIs/Outcomes)""]",75546.0,91282.0,USD,https://example.com/demo/job/73,"Project Manager at Western CRM Partners. Key skills include CIDOC CRM (Heritage Semantics), Ground Penetrating Radar, Long-Term Resource Monitoring Plan, Mitigation Reporting & Closeout, NEPA. This is synthetic demo data.",0.334
AAA,Project Manager,ArchaeoLab Services,"Washington, DC",Washington,DC,38.9072,-77.0369,2025-10-23,pm/pi,mid,ArcGIS Online;Cost Distance / Least-Cost Path;Dendrochronology;Emergency Preparedness (Collections/Sites);Oral History Methods;Post-Disaster Damage Assessment;Section 4(f) DOT Act,"[""ArcGIS Online"", ""Cost Distance / Least-Cost Path"", ""Dendrochronology"", ""Emergency Preparedness (Collections/Sites)"", ""Oral History Methods"", ""Post-Disaster Damage Assessment"", ""Section 4(f) DOT Act""]",,,,https://example.com/demo/job/74,"Project Manager at ArchaeoLab Services. Key skills include ArcGIS Online, Cost Distance / Least-Cost Path, Dendrochronology, Emergency Preparedness (Collections/Sites), Oral History Methods. This is synthetic demo data.",-0.151
ACRA,Zooarchaeology Analyst,Preservation Strategy Studio,"Phoenix, AZ",Phoenix,AZ,33.4484,-112.074,2025-10-24,lab/analyst,entry,Co-Management Agreements;Ground Penetrating Radar;HBIM (Heritage Building Information Modeling);OSHA HAZWOPER 40-hour;Preventive Conservation & Rehousing;Section 106;UAV Photogrammetry,"[""Co-Management Agreements"", ""Ground Penetrating Radar"", ""HBIM (Heritage Building Information Modeling)"", ""OSHA HAZWOPER 40-hour"", ""Preventive Conservation & Rehousing"", ""Section 106"", ""UAV Photogrammetry""]",51768.0,56463.0,USD,https://example.com/demo/job/75,"Zooarchaeology Analyst at Preservation Strategy Studio. Key skills include Co-Management Agreements, Ground Penetrating Radar, HBIM (Heritage Building Information Modeling), OSHA HAZWOPER 40-hour, Preventive Conservation & Rehousing. This is synthetic demo data.",0.328
AAA,Historic Preservation Specialist,GeoCultural Analytics,"Tucson, AZ",Tucson,AZ,32.2226,-110.9747,2025-12-19,architectural-historian,entry,California Environmental Quality Act;Conservation Treatment Proposals;Cost Distance / Least-Cost Path;Historic District Guidelines;NEPA;Phase II Evaluation/Testing;PostgreSQL;Resource Condition Assessment;Underwater/Maritime Survey,"[""California Environmental Quality Act"", ""Conservation Treatment Proposals"", ""Cost Distance / Least-Cost Path"", ""Historic District Guidelines"", ""NEPA"", ""Phase II Evaluation/Testing"", ""PostgreSQL"", ""Resource Condition Assessment"", ""Underwater/Maritime Survey""]",43816.0,50136.0,USD,https://example.com/demo/job/76,"Historic Preservation Specialist at GeoCultural Analytics. Key skills include California Environmental Quality Act, Conservation Treatment Proposals, Cost Distance / Least-Cost Path, Historic District Guidelines, NEPA. This is synthetic demo data.",0.169
ACRA,Zooarchaeology Analyst,Regional Heritage Associates,"Portland, OR",Portland,OR,45.5152,-122.6784,2025-11-29,lab/analyst,entry,Construction Compliance Monitoring;Curation Agreements;FME (Feature Manipulation Engine);LiDAR;Mitigation Reporting & Closeout;NEPA;Revit (BIM for Heritage);Soil Micromorphology,"[""Construction Compliance Monitoring"", ""Curation Agreements"", ""FME (Feature Manipulation Engine)"", ""LiDAR"", ""Mitigation Reporting & Closeout"", ""NEPA"", ""Revit (BIM for Heritage)"", ""Soil Micromorphology""]",43965.0,48028.0,USD,https://example.com/demo/job/77,"Zooarchaeology Analyst at Regional Heritage Associates. Key skills include Construction Compliance Monitoring, Curation Agreements, FME (Feature Manipulation Engine), LiDAR, Mitigation Reporting & Closeout. This is synthetic demo data.",-0.11
AAA,Architectural Historian,Frontier Cultural Resources,"Raleigh, NC",Raleigh,NC,35.7796,-78.6382,2025-11-27,architectural-historian,mid,Adobe Photoshop;Bioarchaeology/Osteology;Conservation Management Plan;Obsidian Sourcing/XRF;Site Recording & Forms;Transportation Resource Evaluation,"[""Adobe Photoshop"", ""Bioarchaeology/Osteology"", ""Conservation Management Plan"", ""Obsidian Sourcing/XRF"", ""Site Recording & Forms"", ""Transportation Resource Evaluation""]",73789.0,87415.0,USD,https://example.com/demo/job/78,"Architectural Historian at Frontier Cultural Resources. Key skills include Adobe Photoshop, Bioarchaeology/Osteology, Conservation Management Plan, Obsidian Sourcing/XRF, Site Recording & Forms. This is synthetic demo data.",-0.119
